Position,P0_A,P0_C,P0_G,P0_T,P0_Coverage,P0_Entropy,P5_A,P5_C,P5_G,P5_T,P5_Coverage,P5_Entropy,P7_A,P7_C,P7_G,P7_T,P7_Coverage,P7_Entropy,P10_A,P10_C,P10_G,P10_T,P10_Coverage,P10_Entropy,P15_A,P15_C,P15_G,P15_T,P15_Coverage,P15_Entropy,P18_A,P18_C,P18_G,P18_T,P18_Coverage,P18_Entropy,P20_A,P20_C,P20_G,P20_T,P20_Coverage,P20_Entropy,R2_P20_A,R2_P20_C,R2_P20_G,R2_P20_T,R2_P20_Coverage,R2_P20_Entropy,R3_P20_A,R3_P20_C,R3_P20_G,R3_P20_T,R3_P20_Coverage,R3_P20_Entropy,R4_P20_A,R4_P20_C,R4_P20_G,R4_P20_T,R4_P20_Coverage,R4_P20_Entropy,Group
2688,0.12,0.15,99.47,0.26,636980,0.06,0.15,0.24,99.28,0.33,505889,0.07,0.08,0.12,99.59,0.21,331238,0.04,0.06,0.07,99.66,0.2,301143,0.04,0.08,0.11,99.59,0.22,332314,0.04,0.08,0.16,99.49,0.27,247182,0.05,0.13,0.13,99.45,0.29,401111,0.06,0.14,0.2,99.35,0.3,572734,0.07,0.1,0.16,99.53,0.21,304589,0.05,0.12,0.26,99.31,0.31,461884,0.07,R1_Ribp_UVm
2689,99.66,0.06,0.18,0.1,374436,0.04,99.39,0.06,0.37,0.18,252294,0.06,99.55,0.06,0.29,0.1,162766,0.05,99.72,0.06,0.17,0.05,140758,0.03,99.66,0.05,0.23,0.07,178416,0.04,99.5,0.07,0.31,0.12,125112,0.05,99.66,0.07,0.15,0.12,204625,0.04,99.54,0.06,0.26,0.14,280311,0.05,99.55,0.05,0.28,0.11,164170,0.05,99.51,0.06,0.29,0.14,336416,0.05,R1_Ribp_UVm
2690,0.05,0.07,99.64,0.25,376388,0.04,0.11,0.21,99.38,0.3,255304,0.06,0.05,0.08,99.73,0.14,164014,0.03,0.04,0.03,99.81,0.13,141204,0.02,0.05,0.05,99.78,0.12,179353,0.03,0.08,0.11,99.68,0.13,126518,0.04,0.02,0.03,99.68,0.27,205044,0.03,0.05,0.08,99.62,0.25,282613,0.04,0.05,0.09,99.73,0.13,165584,0.03,0.05,0.08,99.6,0.27,339363,0.04,R1_Ribp_UVm
2691,0.05,0.06,99.65,0.24,377682,0.04,0.14,0.2,99.36,0.31,257243,0.07,0.08,0.07,99.69,0.15,164443,0.03,0.03,0.03,99.78,0.16,141438,0.02,0.04,0.04,99.76,0.16,179832,0.03,0.09,0.12,99.64,0.16,127283,0.04,0.03,0.03,99.67,0.28,205302,0.03,0.07,0.09,99.56,0.28,283946,0.05,0.07,0.08,99.7,0.16,166247,0.03,0.07,0.07,99.58,0.28,340641,0.04,R1_Ribp_UVm
2692,99.75,0.05,0.04,0.17,378327,0.03,99.61,0.08,0.1,0.21,258845,0.04,99.78,0.04,0.03,0.16,164570,0.03,99.82,0.02,0.03,0.13,141562,0.02,99.79,0.04,0.02,0.14,180124,0.02,99.73,0.06,0.04,0.18,127791,0.03,99.77,0.04,0.03,0.16,205411,0.03,99.71,0.05,0.04,0.2,284603,0.03,99.78,0.03,0.03,0.16,166549,0.02,99.75,0.05,0.04,0.17,341152,0.03,R1_Ribp_UVm
2693,0.15,0.09,0.35,99.41,378723,0.06,0.35,0.23,0.42,99.01,259951,0.1,0.29,0.19,0.34,99.19,164658,0.08,0.14,0.08,0.39,99.39,141651,0.06,0.17,0.11,0.41,99.31,180311,0.07,0.29,0.21,0.36,99.14,128078,0.08,0.09,0.05,0.36,99.49,205489,0.05,0.26,0.14,0.36,99.24,284962,0.08,0.28,0.15,0.36,99.22,166738,0.08,0.26,0.17,0.35,99.22,341437,0.08,R1_Ribp_UVm
2694,99.78,0.1,0.02,0.11,379821,0.03,99.69,0.15,0.03,0.13,261779,0.03,99.82,0.1,0.02,0.06,165059,0.02,99.84,0.08,0.02,0.06,141875,0.02,99.85,0.09,0.02,0.05,180651,0.02,99.79,0.14,0.02,0.05,128703,0.02,99.79,0.07,0.02,0.11,205763,0.02,99.74,0.12,0.02,0.11,286124,0.03,99.81,0.11,0.03,0.05,167395,0.02,99.75,0.12,0.02,0.11,342570,0.03,R1_Ribp_UVm
2695,0.28,99.62,0.02,0.08,381159,0.04,0.34,99.56,0.02,0.08,263763,0.05,0.29,99.64,0.01,0.05,165296,0.04,0.25,99.69,0.02,0.04,142118,0.03,0.31,99.63,0.01,0.05,181098,0.04,0.35,99.59,0.01,0.05,129216,0.04,0.26,99.64,0.02,0.08,205906,0.04,0.3,99.59,0.02,0.08,286756,0.04,0.27,99.66,0.02,0.06,167742,0.04,0.31,99.6,0.01,0.09,343081,0.04,R1_Ribp_UVm
2696,0.16,99.49,0.1,0.24,381593,0.05,0.27,99.35,0.11,0.27,264394,0.07,0.17,99.73,0.01,0.09,165389,0.03,0.1,99.81,0.01,0.08,142206,0.02,0.14,99.76,0.01,0.09,181247,0.03,0.16,99.73,0.01,0.11,129355,0.03,0.11,99.49,0.1,0.29,205970,0.05,0.22,99.41,0.1,0.26,286932,0.06,0.17,99.72,0.01,0.09,167833,0.03,0.24,99.37,0.11,0.28,343237,0.06,R1_Ribp_UVm
2697,99.73,0.07,0.1,0.1,381754,0.03,99.68,0.11,0.1,0.11,264553,0.04,99.92,0.05,0.02,0.02,165446,0.01,99.94,0.03,0.01,0.03,142253,0.01,99.92,0.03,0.01,0.04,181319,0.01,99.88,0.08,0.01,0.03,129405,0.02,99.75,0.05,0.09,0.1,206003,0.03,99.7,0.09,0.1,0.11,286994,0.03,99.9,0.06,0.01,0.02,167863,0.01,99.73,0.07,0.09,0.1,343321,0.03,R1_Ribp_UVm
2698,0.12,99.8,0.01,0.07,382143,0.02,0.39,99.5,0.02,0.09,265172,0.05,0.32,99.59,0.02,0.06,165652,0.04,0.08,99.83,0.03,0.06,142349,0.02,0.12,99.78,0.03,0.07,181423,0.03,0.35,99.55,0.02,0.08,129539,0.05,0.06,99.86,0.01,0.06,206109,0.02,0.25,99.65,0.02,0.09,287179,0.04,0.27,99.63,0.03,0.07,167950,0.04,0.28,99.61,0.01,0.1,343522,0.04,R1_Ribp_UVm
2699,99.73,0.04,0.13,0.1,382600,0.03,99.72,0.05,0.13,0.1,265812,0.03,99.94,0.01,0.02,0.02,165932,0.01,99.92,0.02,0.02,0.04,142473,0.01,99.93,0.01,0.02,0.04,181628,0.01,99.93,0.02,0.02,0.03,129747,0.01,99.75,0.04,0.12,0.09,206262,0.03,99.75,0.04,0.11,0.1,287510,0.03,99.93,0.02,0.02,0.03,168183,0.01,99.74,0.04,0.12,0.09,343994,0.03,R1_Ribp_UVm
2700,0.11,99.82,0.01,0.05,382947,0.02,0.35,99.58,0.01,0.06,266342,0.04,0.24,99.72,0.01,0.03,166122,0.03,0.07,99.89,0.01,0.03,142583,0.01,0.09,99.86,0,0.04,181782,0.02,0.3,99.65,0.01,0.04,129896,0.04,0.07,99.87,0.01,0.05,206386,0.02,0.25,99.68,0.02,0.06,287693,0.03,0.25,99.68,0.01,0.06,168343,0.03,0.26,99.66,0.01,0.07,344276,0.04,R1_Ribp_UVm
2701,99.91,0.03,0.03,0.04,384363,0.01,99.89,0.03,0.03,0.05,268655,0.01,99.95,0.02,0.01,0.01,166691,0.01,99.94,0.02,0.02,0.02,142909,0.01,99.95,0.02,0.02,0.01,182296,0.01,99.94,0.02,0.02,0.03,130912,0.01,99.9,0.03,0.03,0.05,206899,0.01,99.9,0.03,0.03,0.04,290375,0.01,99.94,0.02,0.02,0.02,170194,0.01,99.9,0.03,0.02,0.05,347528,0.01,R1_Ribp_UVm
2702,99.72,0.06,0.1,0.13,385000,0.03,99.6,0.17,0.1,0.13,269463,0.04,99.9,0.04,0.02,0.04,166878,0.01,99.91,0.03,0.02,0.04,143082,0.01,99.92,0.03,0.02,0.03,182482,0.01,99.82,0.11,0.02,0.05,131335,0.02,99.72,0.04,0.1,0.14,207071,0.03,99.69,0.08,0.1,0.13,291303,0.03,99.91,0.04,0.01,0.04,170871,0.01,99.69,0.08,0.1,0.13,348554,0.03,R1_Ribp_UVm
2703,0.01,99.92,0.01,0.06,387419,0.01,0.02,99.91,0.01,0.06,272489,0.01,0.01,99.96,0,0.03,167151,0.01,0.01,99.95,0.01,0.03,143345,0.01,0.01,99.96,0,0.03,182857,0.01,0.01,99.95,0.01,0.03,132396,0.01,0.01,99.92,0.01,0.06,207422,0.01,0.01,99.91,0.01,0.07,294738,0.01,0.01,99.96,0.01,0.03,173041,0.01,0.01,99.92,0.01,0.06,351285,0.01,R1_Ribp_UVm
2704,0.07,99.68,0.08,0.17,387737,0.04,0.07,99.67,0.09,0.17,272924,0.04,0.01,99.93,0.01,0.06,167222,0.01,0.02,99.91,0.01,0.06,143393,0.01,0.01,99.91,0.01,0.07,182926,0.01,0.02,99.92,0.01,0.06,132562,0.01,0.07,99.69,0.07,0.18,207483,0.03,0.07,99.68,0.08,0.17,295149,0.04,0.02,99.91,0,0.07,173280,0.01,0.07,99.69,0.08,0.17,351624,0.04,R1_Ribp_UVm
2705,99.82,0.02,0.08,0.08,389511,0.02,99.86,0.02,0.04,0.08,274054,0.02,99.93,0.01,0.03,0.03,167808,0.01,99.89,0.02,0.05,0.04,143789,0.01,99.92,0.01,0.03,0.04,183640,0.01,99.89,0.02,0.05,0.04,133472,0.01,99.86,0.02,0.04,0.08,207957,0.02,99.86,0.02,0.05,0.07,297492,0.02,99.91,0.02,0.03,0.04,174687,0.01,99.86,0.02,0.05,0.08,354240,0.02,R1_Ribp_UVm
2706,99.76,0.02,0.15,0.07,391173,0.03,99.74,0.02,0.17,0.07,274697,0.03,99.62,0.01,0.34,0.03,168218,0.04,99.63,0.02,0.32,0.03,144184,0.04,99.84,0.01,0.11,0.03,184109,0.02,99.82,0.01,0.14,0.03,133924,0.02,99.74,0.02,0.17,0.06,208401,0.03,99.81,0.02,0.11,0.06,298362,0.02,99.56,0.02,0.39,0.03,175168,0.04,99.46,0.02,0.46,0.07,355012,0.05,R1_Ribp_UVm
2707,0.02,99.73,0.01,0.24,391812,0.03,0.02,99.84,0.01,0.13,275059,0.02,0.01,99.86,0,0.12,168399,0.02,0.01,99.84,0.01,0.14,144275,0.02,0.01,99.72,0.01,0.26,184335,0.03,0.01,99.79,0,0.2,134281,0.02,0.02,99.76,0.01,0.2,208550,0.03,0.02,99.8,0.01,0.17,299147,0.02,0.01,99.84,0.01,0.15,175632,0.02,0.02,99.78,0.01,0.19,355676,0.02,R1_Ribp_UVm
2708,99.68,0.03,0.19,0.09,391966,0.03,99.8,0.02,0.13,0.06,275199,0.02,99.85,0.02,0.11,0.02,168428,0.02,99.69,0.01,0.25,0.05,144302,0.03,99.7,0.02,0.25,0.02,184381,0.03,99.64,0.02,0.32,0.02,134334,0.04,99.56,0.02,0.37,0.05,208583,0.04,98.08,0.08,1.79,0.05,299326,0.15,98.79,0.02,0.95,0.25,175716,0.1,91.86,0.05,8.04,0.05,355787,0.42,R1_Ribp_UVm
2709,0.01,99.83,0.01,0.15,392183,0.02,0.02,99.91,0.01,0.06,275346,0.01,0.01,99.94,0,0.04,168502,0.01,0.01,99.91,0.01,0.07,144361,0.01,0.01,99.86,0,0.12,184468,0.02,0.02,99.87,0.01,0.1,134440,0.02,0.03,99.84,0.01,0.13,208661,0.02,0.13,99.77,0.01,0.09,299683,0.03,0.04,99.9,0,0.06,175885,0.01,0.01,99.84,0.01,0.13,356058,0.02,R1_Ribp_UVm
2710,0.02,0.19,0.01,99.77,392297,0.02,0.01,0.15,0.01,99.83,275433,0.02,0.01,0.14,0,99.84,168544,0.02,0.01,0.18,0.01,99.8,144382,0.02,0.01,0.09,0.01,99.88,184512,0.01,0.02,0.12,0.01,99.84,134483,0.02,0.01,0.13,0.01,99.85,208682,0.02,0.01,0.14,0,99.85,299804,0.02,0.03,0.12,0,99.85,175946,0.02,0.01,0.12,0.01,99.86,356175,0.02,R1_Ribp_UVm
2711,0.15,0.06,99.61,0.18,392414,0.04,0.09,0.05,99.67,0.19,275477,0.04,0.05,0.02,99.88,0.06,168568,0.02,0.08,0.01,99.84,0.07,144401,0.02,0.06,0.01,99.85,0.07,184552,0.02,0.08,0.01,99.82,0.08,134512,0.02,0.11,0.05,99.64,0.2,208713,0.04,0.12,0.05,99.64,0.19,299894,0.04,0.09,0.02,99.82,0.07,176000,0.02,0.1,0.06,99.67,0.18,356263,0.04,R1_Ribp_UVm
2712,99.66,0.03,0.2,0.1,392623,0.04,99.74,0.03,0.15,0.08,275569,0.03,99.8,0.02,0.14,0.04,168602,0.02,99.71,0.03,0.2,0.06,144453,0.03,99.79,0.03,0.14,0.04,184636,0.02,99.78,0.02,0.16,0.04,134613,0.03,99.73,0.02,0.17,0.08,208788,0.03,99.72,0.03,0.16,0.09,300088,0.03,99.8,0.02,0.15,0.04,176112,0.02,99.77,0.03,0.12,0.07,356478,0.03,R1_Ribp_UVm
2713,0.02,98.25,0.02,1.71,392807,0.13,0.02,99.8,0.01,0.17,275675,0.02,0.01,99.86,0,0.13,168644,0.02,0.01,99.83,0.01,0.15,144508,0.02,0.01,99.86,0.01,0.12,184748,0.02,0.01,99.84,0.01,0.14,134712,0.02,0.01,99.73,0.02,0.23,208847,0.03,0.01,99.68,0.02,0.29,300315,0.03,0,99.7,0.01,0.29,176227,0.03,0.02,99.84,0.01,0.14,356720,0.02,R1_Ribp_UVm
2714,0.02,99.78,0.01,0.18,392937,0.02,0.02,99.83,0.01,0.14,275759,0.02,0.01,99.88,0.01,0.09,168666,0.01,0.02,99.86,0.01,0.11,144528,0.02,0.02,99.88,0.01,0.1,184800,0.01,0.02,99.85,0.01,0.12,134759,0.02,0.02,99.78,0.01,0.18,208889,0.02,0.02,99.8,0.01,0.16,300444,0.02,0.02,99.85,0.01,0.12,176290,0.02,0.02,99.78,0.02,0.18,356827,0.02,R1_Ribp_UVm
2715,99.74,0.03,0.16,0.07,393012,0.03,99.82,0.04,0.09,0.05,275817,0.02,99.82,0.07,0.09,0.03,168689,0.02,98.79,1.03,0.13,0.06,144546,0.1,85.58,14.29,0.08,0.04,184838,0.61,60.27,39.58,0.08,0.07,134776,0.99,65.02,34.78,0.1,0.1,208920,0.95,99.78,0.03,0.11,0.07,300521,0.03,99.85,0.02,0.09,0.04,176324,0.02,63.23,36.59,0.07,0.1,356891,0.97,R1_Ribp_UVm
2716,0.35,0.02,99.54,0.09,393110,0.05,0.08,0.02,99.82,0.08,275875,0.02,0.09,0.02,99.85,0.04,168720,0.02,0.08,0.01,99.86,0.05,144566,0.02,0.08,0.01,99.86,0.05,184900,0.02,0.15,0.03,99.76,0.06,134812,0.03,0.09,0.02,99.81,0.08,208964,0.02,0.08,0.02,99.84,0.07,300628,0.02,0.1,0.02,99.84,0.04,176397,0.02,0.11,0.02,99.8,0.07,357002,0.02,R1_Ribp_UVm
2717,99.64,0.04,0.25,0.07,393187,0.04,99.74,0.04,0.15,0.06,275917,0.03,99.82,0.03,0.12,0.04,168751,0.02,99.74,0.04,0.19,0.04,144595,0.03,99.82,0.03,0.11,0.03,184987,0.02,99.75,0.04,0.17,0.04,134867,0.03,99.7,0.05,0.18,0.06,209020,0.03,99.71,0.04,0.18,0.07,300746,0.03,99.74,0.03,0.19,0.04,176449,0.03,99.75,0.05,0.13,0.07,357142,0.03,R1_Ribp_UVm
2718,0.03,99.83,0.01,0.13,393358,0.02,0.03,99.9,0.01,0.07,275987,0.01,0.01,99.94,0,0.04,168795,0.01,0.02,99.89,0.01,0.07,144635,0.01,0.01,99.93,0.01,0.05,185117,0.01,0.02,99.92,0.01,0.05,134954,0.01,0.02,99.86,0.01,0.11,209120,0.02,0.03,99.87,0.01,0.09,300950,0.02,0.03,99.91,0.01,0.06,176545,0.01,0.03,99.89,0.01,0.08,357413,0.01,R1_Ribp_UVm
2719,99.71,0.02,0.21,0.06,393455,0.03,99.83,0.03,0.08,0.07,276033,0.02,99.89,0.02,0.06,0.03,168818,0.01,99.79,0.01,0.15,0.04,144656,0.02,99.87,0.02,0.08,0.03,185173,0.02,99.79,0.02,0.16,0.03,134978,0.02,99.8,0.02,0.11,0.06,209164,0.02,99.79,0.02,0.14,0.06,301031,0.02,99.85,0.02,0.1,0.04,176593,0.02,99.8,0.02,0.12,0.06,357505,0.02,R1_Ribp_UVm
2720,99.49,0.07,0.31,0.13,393579,0.05,99.65,0.06,0.16,0.12,276107,0.04,99.91,0.02,0.05,0.03,168840,0.01,99.78,0.03,0.15,0.03,144688,0.02,99.86,0.03,0.07,0.04,185260,0.02,99.81,0.03,0.11,0.04,135044,0.02,99.6,0.06,0.21,0.13,209239,0.04,99.61,0.07,0.21,0.11,301174,0.04,99.81,0.03,0.12,0.04,176668,0.02,99.64,0.06,0.18,0.12,357686,0.04,R1_Ribp_UVm
2721,99.72,0.04,0.19,0.06,393719,0.03,99.82,0.04,0.09,0.05,276194,0.02,99.9,0.03,0.06,0.01,168875,0.01,99.75,0.03,0.19,0.03,144711,0.03,99.84,0.03,0.11,0.02,185331,0.02,99.79,0.04,0.14,0.03,135091,0.02,99.75,0.04,0.15,0.05,209302,0.03,99.77,0.03,0.15,0.05,301303,0.03,99.81,0.03,0.14,0.02,176725,0.02,99.74,0.04,0.17,0.05,357820,0.03,R1_Ribp_UVm
2722,99.68,0.04,0.24,0.04,393834,0.03,99.82,0.04,0.1,0.04,276255,0.02,99.85,0.03,0.09,0.03,168910,0.02,99.74,0.04,0.2,0.02,144751,0.03,99.8,0.03,0.15,0.03,185412,0.02,99.72,0.04,0.21,0.04,135159,0.03,99.7,0.03,0.22,0.04,209362,0.03,99.78,0.03,0.15,0.04,301442,0.03,99.79,0.04,0.15,0.03,176790,0.02,99.76,0.04,0.16,0.04,357953,0.03,R1_Ribp_UVm
2723,0.02,0.18,0.02,99.78,393966,0.02,0.01,0.08,0.02,99.89,276328,0.01,0.01,0.09,0.01,99.89,168955,0.01,0.02,0.17,0.01,99.8,144807,0.02,0.01,0.15,0.01,99.83,185477,0.02,0.02,0.14,0.01,99.84,135204,0.02,0.01,0.15,0.02,99.82,209431,0.02,0.01,0.08,0.02,99.88,301582,0.01,0.01,0.09,0.01,99.89,176864,0.01,0.01,0.08,0.02,99.89,358078,0.01,R1_Ribp_UVm
2724,0.01,0.09,0.01,99.88,394091,0.01,0.01,0.02,0.01,99.95,276403,0.01,0.01,0.02,0.01,99.96,168986,0.01,0.01,0.06,0.01,99.92,144833,0.01,0.01,0.02,0.01,99.96,185527,0.01,0.01,0.06,0.01,99.92,135249,0.01,0.01,0.05,0.01,99.93,209463,0.01,0.01,0.05,0.02,99.91,301677,0.01,0.01,0.04,0.01,99.94,176935,0.01,0.02,0.04,0.01,99.94,358184,0.01,R1_Ribp_UVm
2725,99.67,0.05,0.21,0.08,394174,0.04,99.76,0.05,0.13,0.06,276468,0.03,99.87,0.01,0.1,0.02,169006,0.02,99.86,0.01,0.1,0.02,144867,0.02,99.88,0.01,0.08,0.03,185570,0.01,99.83,0.01,0.13,0.03,135280,0.02,99.66,0.06,0.2,0.08,209492,0.04,99.71,0.05,0.17,0.07,301759,0.03,99.91,0.01,0.06,0.02,176976,0.01,99.73,0.05,0.15,0.08,358249,0.03,R1_Ribp_UVm
2726,0.02,0.13,0.01,99.83,394290,0.02,0.01,0.03,0.01,99.95,276545,0.01,0.01,0.02,0.01,99.96,169035,0.01,0.01,0.07,0.02,99.9,144912,0.01,0.01,0.04,0,99.94,185650,0.01,0.02,0.07,0.01,99.89,135327,0.01,0.01,0.06,0.01,99.92,209558,0.01,0.02,0.08,0.01,99.89,301885,0.01,0.01,0.05,0.02,99.92,177025,0.01,0.01,0.05,0.02,99.92,358384,0.01,R1_Ribp_UVm
2727,0.02,0.18,0.01,99.78,394405,0.02,0.01,0.05,0.01,99.93,276618,0.01,0.01,0.04,0.01,99.94,169085,0.01,0.02,0.1,0.01,99.87,144932,0.02,0.01,0.07,0,99.92,185697,0.01,0.02,0.1,0.01,99.88,135372,0.01,0.01,0.09,0.01,99.88,209608,0.01,0.02,0.1,0.01,99.88,301992,0.01,0.01,0.07,0.01,99.91,177064,0.01,0.02,0.07,0.01,99.89,358506,0.01,R1_Ribp_UVm
2728,0.03,0.23,0.02,99.72,394530,0.03,0.01,0.1,0.01,99.88,276707,0.01,0.01,0.07,0.01,99.91,169122,0.01,0.01,0.13,0.02,99.85,144975,0.02,0.01,0.11,0.01,99.87,185735,0.02,0.01,0.16,0.01,99.81,135420,0.02,0.01,0.17,0.02,99.8,209657,0.02,0.03,76.03,0.02,23.93,302114,0.8,0.02,0.13,0.01,99.84,177137,0.02,0.02,0.11,0.02,99.85,358607,0.02,R1_Ribp_UVm
2729,0.13,0.02,99.75,0.1,394678,0.03,0.06,0.02,99.81,0.11,276786,0.02,0.04,0.01,99.89,0.05,169154,0.01,0.08,0.02,99.84,0.06,145013,0.02,0.07,0.01,99.87,0.05,185802,0.02,0.1,0.01,99.83,0.06,135470,0.02,0.08,0.02,99.81,0.1,209717,0.02,0.1,0.01,99.8,0.08,302231,0.02,0.07,0.02,99.86,0.05,177194,0.02,0.08,0.01,99.8,0.1,358742,0.02,R1_Ribp_UVm
2730,0.02,99.78,0.01,0.18,394810,0.02,0.01,99.89,0.01,0.08,276848,0.01,0.02,99.93,0.01,0.04,169172,0.01,0.01,99.89,0.01,0.09,145049,0.01,0.02,99.9,0.01,0.07,185904,0.01,0.02,99.88,0.02,0.08,135547,0.02,0.03,99.84,0.01,0.11,209802,0.02,0.02,99.88,0.01,0.09,302398,0.01,0.02,99.9,0.01,0.07,177283,0.01,0.01,99.87,0.01,0.1,358946,0.02,R1_Ribp_UVm
2731,0.04,99.16,0.01,0.78,395036,0.07,0.04,99.6,0.02,0.35,276978,0.04,0.05,99.75,0.01,0.19,169245,0.03,0.05,99.82,0.01,0.12,145129,0.02,0.06,99.84,0.01,0.09,186009,0.02,0.07,99.83,0.02,0.08,135627,0.02,0.05,99.79,0.02,0.14,209900,0.02,0.03,99.86,0.01,0.1,302585,0.02,0.03,99.88,0.02,0.08,177385,0.02,0.07,99.79,0.01,0.13,359189,0.02,R1_Ribp_UVm
2732,0.1,0.23,0.13,99.54,395209,0.05,0.07,0.24,0.12,99.57,277093,0.05,0.02,0.23,0.03,99.72,169285,0.03,0.04,0.18,0.03,99.75,145186,0.03,0.03,0.15,0.03,99.8,186091,0.02,0.04,0.14,0.03,99.8,135688,0.02,0.09,0.19,0.13,99.59,209963,0.04,0.08,0.15,0.12,99.65,302720,0.04,0.04,0.13,0.02,99.81,177454,0.02,0.09,0.16,0.12,99.63,359311,0.04,R1_Ribp_UVm
2733,0.02,99.85,0.01,0.12,395369,0.02,0.02,99.91,0.02,0.05,277187,0.01,0.01,99.94,0,0.04,169340,0.01,0.02,99.9,0.01,0.07,145226,0.01,0.02,99.91,0.01,0.06,186154,0.01,0.01,99.9,0.01,0.07,135763,0.01,0.02,99.88,0.01,0.09,210015,0.01,0.02,99.9,0.01,0.07,302882,0.01,0.02,99.91,0.01,0.06,177525,0.01,0.02,99.89,0.02,0.07,359435,0.01,R1_Ribp_UVm
2734,99.7,0.04,0.2,0.06,395513,0.03,99.77,0.03,0.14,0.06,277278,0.03,99.76,0.02,0.18,0.04,169395,0.03,99.74,0.02,0.19,0.05,145256,0.03,99.77,0.02,0.13,0.07,186215,0.03,99.79,0.02,0.15,0.04,135816,0.02,99.76,0.04,0.15,0.06,210077,0.03,99.78,0.04,0.13,0.05,303005,0.03,99.8,0.02,0.13,0.05,177581,0.02,99.8,0.03,0.12,0.06,359553,0.02,R1_Ribp_UVm
2735,0.08,0.19,0.09,99.65,395650,0.04,0.07,0.15,0.07,99.7,277366,0.03,0.01,0.1,0.01,99.88,169436,0.01,0.02,0.13,0.02,99.84,145304,0.02,0.02,0.09,0.01,99.89,186299,0.01,0.02,0.1,0.01,99.86,135869,0.02,0.06,0.16,0.07,99.7,210150,0.03,0.08,0.13,0.07,99.71,303142,0.03,0.02,0.09,0.02,99.87,177643,0.02,0.07,0.14,0.07,99.72,359731,0.03,R1_Ribp_UVm
2736,0.11,0.03,99.76,0.09,395802,0.03,0.07,0.03,99.81,0.09,277451,0.02,0.06,0.02,99.88,0.04,169465,0.02,0.09,0.02,99.84,0.05,145345,0.02,0.07,0.02,99.84,0.07,186382,0.02,0.09,0.03,99.83,0.05,135931,0.02,0.08,0.03,99.79,0.09,210197,0.02,0.08,0.03,99.81,0.08,303266,0.02,0.08,0.02,99.86,0.05,177701,0.02,0.09,0.03,99.78,0.09,359847,0.03,R1_Ribp_UVm
2737,0.16,0.07,99.6,0.17,395958,0.04,0.12,0.06,99.66,0.17,277520,0.04,0.05,0.01,99.88,0.05,169528,0.01,0.09,0.02,99.83,0.06,145395,0.02,0.06,0.02,99.85,0.06,186462,0.02,0.1,0.02,99.81,0.07,135997,0.02,0.13,0.08,99.63,0.17,210269,0.04,0.13,0.07,99.65,0.16,303413,0.04,0.08,0.02,99.84,0.06,177780,0.02,0.12,0.07,99.64,0.16,360014,0.04,R1_Ribp_UVm
2738,99.53,0.07,0.3,0.1,396132,0.05,99.65,0.09,0.18,0.08,277624,0.04,99.68,0.08,0.19,0.05,169595,0.04,99.59,0.08,0.29,0.05,145442,0.04,99.67,0.09,0.19,0.05,186557,0.04,99.65,0.07,0.21,0.07,136061,0.04,99.58,0.09,0.25,0.08,210351,0.05,99.63,0.08,0.21,0.08,303590,0.04,99.65,0.09,0.21,0.05,177894,0.04,99.66,0.08,0.18,0.08,360198,0.04,R1_Ribp_UVm
2739,0.03,99.6,0.03,0.34,396302,0.04,0.03,99.88,0.02,0.07,277732,0.01,0.02,99.9,0.01,0.06,169656,0.01,0.03,99.87,0.01,0.1,145497,0.02,0.03,99.9,0.01,0.07,186658,0.01,0.04,99.87,0.01,0.08,136158,0.02,0.03,99.85,0.02,0.1,210434,0.02,0.03,99.87,0.02,0.08,303764,0.02,0.04,99.88,0.01,0.08,177979,0.02,0.03,99.86,0.03,0.09,360385,0.02,R1_Ribp_UVm
2740,0.04,0.17,0.02,99.77,396439,0.03,0.03,0.15,0.02,99.8,277816,0.02,0.03,0.1,0.01,99.86,169689,0.02,0.03,0.13,0.02,99.81,145548,0.02,0.03,0.14,0.02,99.81,186755,0.02,0.04,0.18,0.02,99.77,136210,0.03,0.02,0.15,0.01,99.81,210481,0.02,0.03,0.11,0.02,99.85,303907,0.02,0.03,0.1,0.03,99.84,178042,0.02,0.03,0.13,0.02,99.83,360469,0.02,R1_Ribp_UVm
2741,99.6,0.09,0.25,0.07,395276,0.04,99.66,0.09,0.18,0.06,277046,0.04,99.28,0.03,0.66,0.03,169720,0.07,97.96,0.03,1.97,0.04,145590,0.15,98.21,0.03,1.73,0.03,186813,0.13,99.48,0.03,0.44,0.05,136270,0.05,99.39,0.09,0.45,0.07,209817,0.06,98.41,0.1,1.42,0.07,303057,0.13,99.64,0.03,0.29,0.04,178115,0.04,99.65,0.09,0.19,0.07,359457,0.04,R1_Ribp_UVm
2742,0.03,0.17,0.02,99.79,396620,0.02,0.02,0.07,0.02,99.88,277869,0.01,0.02,0.05,0.01,99.92,169771,0.01,0.03,0.1,0.01,99.86,145627,0.02,0.01,0.08,0.01,99.9,186900,0.01,0.02,0.12,0.02,99.84,136337,0.02,0.02,0.1,0.01,99.87,210513,0.02,0.03,0.08,0.02,99.87,304018,0.02,0.03,0.07,0.02,99.88,178177,0.01,0.02,0.09,0.02,99.87,360595,0.02,R1_Ribp_UVm
