Position,P0_A,P0_C,P0_G,P0_T,P0_Coverage,P0_Entropy,P5_A,P5_C,P5_G,P5_T,P5_Coverage,P5_Entropy,P7_A,P7_C,P7_G,P7_T,P7_Coverage,P7_Entropy,P10_A,P10_C,P10_G,P10_T,P10_Coverage,P10_Entropy,P15_A,P15_C,P15_G,P15_T,P15_Coverage,P15_Entropy,P18_A,P18_C,P18_G,P18_T,P18_Coverage,P18_Entropy,P20_A,P20_C,P20_G,P20_T,P20_Coverage,P20_Entropy,R2_P20_A,R2_P20_C,R2_P20_G,R2_P20_T,R2_P20_Coverage,R2_P20_Entropy,R3_P20_A,R3_P20_C,R3_P20_G,R3_P20_T,R3_P20_Coverage,R3_P20_Entropy,R4_P20_A,R4_P20_C,R4_P20_G,R4_P20_T,R4_P20_Coverage,R4_P20_Entropy,Group
3138,0.09,99.71,0.1,0.1,23683,0.03,0.08,99.84,0.04,0.04,19211,0.02,0.07,99.74,0.07,0.11,18747,0.03,0,99.87,0.02,0.11,9083,0.02,0.14,99.71,0.05,0.1,12048,0.03,0.09,99.81,0.03,0.07,12394,0.02,0.1,99.76,0.06,0.08,9843,0.03,0.07,99.73,0.07,0.13,5487,0.03,0.13,99.74,0.06,0.08,11866,0.03,0.12,99.82,0,0.07,7616,0.02,R1_Ribp_UVp
3139,99.73,0.07,0.16,0.04,23226,0.03,99.77,0.03,0.17,0.04,18776,0.03,99.83,0.04,0.1,0.02,18502,0.02,99.82,0.01,0.15,0.02,8913,0.02,99.77,0.05,0.15,0.03,11908,0.03,99.82,0.03,0.13,0.02,12218,0.02,99.78,0.06,0.14,0.01,9743,0.02,99.74,0,0.26,0,5382,0.03,99.81,0.05,0.12,0.02,11758,0.02,99.92,0.05,0.03,0,7518,0.01,R1_Ribp_UVp
3140,0.11,0.34,0.06,99.49,22702,0.05,0.08,0.11,0.03,99.78,18288,0.03,0.1,0.17,0.07,99.67,18041,0.04,0.05,0.13,0.02,99.8,8652,0.02,0.09,0.08,0.07,99.77,11658,0.03,0.05,0.18,0.07,99.71,11908,0.03,0.07,0.19,0.06,99.67,9475,0.04,0,0.15,0.06,99.79,5251,0.02,0.06,0.1,0.07,99.77,11528,0.03,0.03,0.16,0.01,99.8,7342,0.02,R1_Ribp_UVp
3141,0.06,99.8,0.03,0.11,22296,0.02,0.09,99.85,0.03,0.03,17897,0.02,0.1,99.8,0.02,0.08,17744,0.02,0.06,99.83,0.02,0.08,8446,0.02,0.07,99.75,0.09,0.1,11466,0.03,0.09,99.74,0.06,0.1,11748,0.03,0.13,99.8,0.03,0.04,9278,0.02,0.02,99.96,0,0.02,5171,0.01,0.1,99.82,0.03,0.05,11377,0.02,0.06,99.94,0,0,7218,0.01,R1_Ribp_UVp
3142,99.65,0.07,0.23,0.05,22186,0.04,99.72,0.06,0.2,0.02,17653,0.03,99.69,0.07,0.13,0.1,17631,0.03,99.82,0.01,0.17,0,8318,0.02,99.76,0.03,0.16,0.05,11484,0.03,99.75,0.09,0.1,0.06,11732,0.03,99.62,0.08,0.24,0.07,9227,0.04,99.9,0.04,0.06,0,5175,0.01,99.6,0.13,0.18,0.09,11448,0.04,99.77,0.06,0.12,0.06,7252,0.03,R1_Ribp_UVp
3143,0.06,99.77,0.07,0.1,22807,0.03,0.04,99.82,0.06,0.08,17567,0.02,0.1,99.77,0.05,0.08,17868,0.03,0.02,99.89,0,0.08,8298,0.01,0.14,99.69,0.08,0.1,11553,0.04,0.12,99.67,0.1,0.11,11969,0.04,0.12,99.78,0.04,0.05,9227,0.03,0.04,99.88,0.02,0.07,5626,0.02,0.08,99.81,0.06,0.05,12375,0.02,0.05,99.88,0.01,0.05,7724,0.01,R1_Ribp_UVp
3144,0.09,99.72,0.05,0.13,22503,0.03,0.06,99.8,0.03,0.1,17274,0.02,0.1,99.78,0.05,0.07,17663,0.03,0.05,99.93,0.02,0,8184,0.01,0.17,99.65,0.07,0.1,11433,0.04,0.17,99.7,0.04,0.08,11827,0.03,0.14,99.7,0.07,0.09,9124,0.03,0.02,99.88,0,0.11,5651,0.01,0.1,99.8,0.04,0.06,12504,0.02,0.04,99.95,0.01,0,7747,0.01,R1_Ribp_UVp
3145,99.29,0.29,0.28,0.13,23786,0.07,99.5,0.2,0.22,0.07,17367,0.05,99.46,0.25,0.23,0.07,18349,0.06,99.69,0.13,0.08,0.1,8364,0.04,99.32,0.23,0.26,0.19,11954,0.07,99.32,0.27,0.32,0.09,12222,0.07,99.53,0.13,0.27,0.07,9393,0.05,99.68,0.11,0.18,0.03,6225,0.04,99.16,0.39,0.28,0.17,14001,0.08,99.67,0.18,0.11,0.05,8419,0.04,R1_Ribp_UVp
3146,0.09,99.7,0.07,0.13,24329,0.03,0.06,99.85,0.05,0.04,17592,0.02,0.06,99.8,0.06,0.08,18836,0.02,0.05,99.87,0,0.08,8536,0.02,0.1,99.82,0.03,0.05,12275,0.02,0.09,99.77,0.05,0.1,12554,0.03,0.09,99.81,0.03,0.06,9653,0.02,0.02,99.91,0.02,0.06,6491,0.01,0.06,99.78,0.07,0.09,14879,0.03,0.02,99.9,0.03,0.05,8821,0.01,R1_Ribp_UVp
3147,0.09,0.2,0.1,99.61,24633,0.04,0.1,0.24,0.06,99.61,17787,0.04,0.12,0.26,0.09,99.52,19349,0.05,0.07,0.28,0,99.65,8638,0.04,0.12,0.21,0.14,99.53,12640,0.05,0.12,0.31,0.1,99.46,12896,0.06,0.14,0.22,0.07,99.56,9883,0.05,0.1,0.27,0.03,99.6,6741,0.04,0.18,0.25,0.11,99.47,15817,0.06,0.06,0.14,0.06,99.73,9287,0.03,R1_Ribp_UVp
3148,0.12,99.43,0.06,0.39,24906,0.06,0.11,99.79,0.03,0.07,17877,0.03,0.08,99.76,0.06,0.1,19491,0.03,0.03,99.87,0,0.09,8577,0.02,0.13,99.7,0.03,0.14,12790,0.03,0.14,99.75,0.05,0.06,13147,0.03,0.13,99.74,0.07,0.06,9985,0.03,0.01,99.91,0.01,0.06,6962,0.01,0.08,99.76,0.04,0.13,16430,0.03,0.05,99.84,0.03,0.07,9587,0.02,R1_Ribp_UVp
3149,0.1,99.64,0.11,0.15,25709,0.04,0.09,99.77,0.06,0.07,18672,0.03,0.12,99.73,0.07,0.09,19947,0.03,0.03,99.85,0.03,0.08,8656,0.02,0.15,99.66,0.08,0.11,13080,0.04,0.09,99.75,0.06,0.1,13766,0.03,0.08,99.81,0.04,0.07,10234,0.02,0.07,99.78,0.03,0.12,7387,0.03,0.05,99.8,0.07,0.08,17489,0.02,0.08,99.87,0.01,0.04,10232,0.02,R1_Ribp_UVp
3150,0.08,99.68,0.04,0.19,27294,0.03,0.11,99.8,0.05,0.03,20334,0.02,0.11,99.72,0.07,0.09,20909,0.03,0.08,99.81,0.03,0.08,8901,0.02,0.13,99.77,0.04,0.05,13660,0.03,0.12,99.78,0.05,0.05,15393,0.03,0.08,99.75,0.03,0.14,10670,0.03,0.08,99.82,0.02,0.07,8330,0.02,0.12,99.69,0.07,0.12,19639,0.04,0.02,99.95,0,0.04,11339,0.01,R1_Ribp_UVp
3151,0.1,0.19,0.07,99.64,29646,0.04,0.05,0.11,0.12,99.73,22403,0.03,0.08,0.17,0.08,99.67,22471,0.04,0.02,0.15,0.02,99.81,9342,0.02,0.07,0.14,0.08,99.71,14730,0.03,0.06,0.14,0.1,99.7,17472,0.03,0.11,0.14,0.06,99.68,11342,0.04,0.06,0.21,0.06,99.66,9387,0.04,0.07,0.15,0.08,99.71,22515,0.03,0.02,0.09,0.05,99.84,12808,0.02,R1_Ribp_UVp
3152,99.67,0.08,0.19,0.06,32627,0.04,99.8,0.05,0.11,0.03,25683,0.02,99.78,0.06,0.12,0.05,25171,0.03,99.82,0.02,0.12,0.04,10192,0.02,99.82,0.04,0.1,0.04,16349,0.02,99.71,0.07,0.15,0.07,20360,0.03,99.75,0.1,0.15,0.01,12568,0.03,99.79,0.04,0.09,0.07,10725,0.02,99.72,0.08,0.14,0.06,26109,0.03,99.91,0.02,0.03,0.03,14802,0.01,R1_Ribp_UVp
3153,0.12,0.23,0.17,99.48,47727,0.06,0.12,0.14,0.18,99.56,39226,0.05,0.11,0.19,0.16,99.53,36700,0.05,0.07,0.15,0.08,99.69,16150,0.03,0.13,0.12,0.12,99.63,25443,0.04,0.09,0.15,0.21,99.56,27939,0.05,0.09,0.22,0.13,99.55,21061,0.05,0.07,0.09,0.12,99.72,13764,0.03,0.13,0.16,0.16,99.55,37260,0.05,0.08,0.12,0.14,99.66,20516,0.04,R1_Ribp_UVp
3154,0.23,0.06,99.62,0.09,399547,0.04,0.17,0.07,99.67,0.09,326775,0.04,0.19,0.06,99.66,0.09,316225,0.04,0.11,0.03,99.79,0.06,148002,0.02,0.19,0.06,99.66,0.09,262584,0.04,0.22,0.08,99.61,0.1,196523,0.04,0.2,0.07,99.67,0.07,222689,0.04,0.11,0.05,99.79,0.06,82232,0.03,0.19,0.07,99.65,0.09,262071,0.04,0.12,0.05,99.77,0.07,144187,0.03,R1_Ribp_UVp
3155,99.27,0.1,0.35,0.28,399304,0.07,99.4,0.12,0.34,0.14,326492,0.06,99.45,0.11,0.29,0.15,316074,0.06,99.62,0.07,0.25,0.07,147870,0.04,99.43,0.11,0.3,0.15,262467,0.06,99.45,0.11,0.27,0.16,196456,0.06,99.42,0.11,0.3,0.17,222557,0.06,99.68,0.05,0.19,0.08,82148,0.03,99.48,0.09,0.28,0.15,262054,0.05,99.71,0.05,0.19,0.05,144142,0.03,R1_Ribp_UVp
3156,0.06,99.76,0.02,0.15,398975,0.03,0.06,99.87,0.02,0.05,326263,0.02,0.06,99.86,0.02,0.06,315869,0.02,0.03,99.88,0.02,0.06,147724,0.01,0.05,99.87,0.02,0.06,262299,0.02,0.07,99.83,0.03,0.08,196281,0.02,0.07,99.84,0.02,0.07,222421,0.02,0.03,99.89,0.02,0.06,82058,0.01,0.07,99.85,0.02,0.06,261923,0.02,0.04,99.9,0.01,0.05,144054,0.01,R1_Ribp_UVp
3157,0.08,0.2,0.05,99.67,398601,0.04,0.06,0.15,0.06,99.72,325956,0.03,0.06,0.14,0.06,99.74,315591,0.03,0.05,0.16,0.05,99.75,147571,0.03,0.06,0.14,0.06,99.74,262093,0.03,0.05,0.13,0.08,99.74,196063,0.03,0.07,0.18,0.06,99.69,222259,0.03,0.04,0.16,0.05,99.75,82002,0.03,0.06,0.16,0.07,99.71,261752,0.03,0.03,0.12,0.04,99.8,143929,0.02,R1_Ribp_UVp
3158,99.64,0.11,0.16,0.09,398126,0.04,99.67,0.11,0.13,0.08,325586,0.04,99.68,0.1,0.14,0.08,315289,0.04,99.83,0.02,0.11,0.03,147421,0.02,99.65,0.13,0.13,0.09,261888,0.04,99.67,0.11,0.14,0.08,195847,0.04,99.66,0.12,0.13,0.09,222109,0.04,99.82,0.02,0.14,0.03,81908,0.02,99.66,0.11,0.14,0.09,261588,0.04,99.87,0.01,0.09,0.03,143804,0.02,R1_Ribp_UVp
3159,0.11,0.04,99.79,0.06,397630,0.03,0.08,0.04,99.82,0.06,325182,0.02,0.1,0.03,99.81,0.06,314962,0.02,0.09,0.02,99.85,0.04,147233,0.02,0.09,0.04,99.81,0.06,261711,0.02,0.1,0.04,99.8,0.07,195629,0.02,0.1,0.04,99.79,0.08,221952,0.03,0.06,0.03,99.88,0.04,81804,0.02,0.09,0.04,99.8,0.07,261432,0.02,0.08,0.02,99.84,0.05,143682,0.02,R1_Ribp_UVp
3160,0.08,99.51,0.13,0.29,397153,0.05,0.08,99.62,0.14,0.16,324807,0.04,0.08,99.62,0.14,0.16,314605,0.04,0.06,99.84,0.02,0.09,147063,0.02,0.1,99.61,0.14,0.15,261467,0.04,0.09,99.61,0.15,0.15,195358,0.04,0.1,99.55,0.17,0.18,221757,0.05,0.06,99.88,0.02,0.04,81699,0.02,0.07,99.66,0.13,0.14,261194,0.04,0.05,99.86,0.02,0.07,143502,0.02,R1_Ribp_UVp
3161,99.7,0.04,0.19,0.06,396760,0.03,99.73,0.04,0.17,0.06,324450,0.03,99.75,0.03,0.16,0.05,314287,0.03,99.67,0.05,0.21,0.08,146889,0.04,99.75,0.04,0.14,0.06,261320,0.03,99.75,0.04,0.15,0.06,195162,0.03,99.72,0.04,0.18,0.07,221607,0.03,99.78,0.04,0.13,0.06,81604,0.03,99.72,0.05,0.16,0.07,261022,0.03,99.76,0.03,0.15,0.06,143418,0.03,R1_Ribp_UVp
3162,0.07,87.95,0.03,11.94,396375,0.54,0.07,99.78,0.04,0.11,324126,0.03,0.06,99.81,0.03,0.1,313939,0.02,0.04,99.8,0.03,0.13,146725,0.02,0.07,99.8,0.03,0.09,261103,0.02,0.07,99.72,0.05,0.15,194931,0.03,0.08,99.76,0.03,0.12,221442,0.03,0.05,99.79,0.03,0.13,81507,0.02,0.06,99.78,0.03,0.12,260819,0.03,0.04,99.85,0.02,0.08,143272,0.02,R1_Ribp_UVp
3163,0.1,0.26,0.07,99.57,395931,0.05,0.09,0.17,0.08,99.67,323797,0.04,0.1,0.19,0.07,99.64,313638,0.04,0.04,0.18,0.05,99.73,146544,0.03,0.1,0.19,0.08,99.63,260902,0.04,0.1,0.18,0.1,99.62,194709,0.04,0.1,0.2,0.08,99.62,221284,0.04,0.04,0.09,0.03,99.84,81388,0.02,0.1,0.18,0.08,99.64,260633,0.04,0.03,0.08,0.03,99.85,143119,0.02,R1_Ribp_UVp
3164,0.2,0.02,99.75,0.04,395578,0.03,0.1,0.02,99.83,0.05,323573,0.02,0.13,0.01,99.82,0.04,313407,0.02,0.11,0.01,99.85,0.03,146408,0.02,0.12,0.02,99.83,0.04,260749,0.02,0.12,0.02,99.82,0.04,194546,0.02,0.12,0.02,99.83,0.04,221163,0.02,69.76,0.01,30.2,0.02,81297,0.89,0.13,0.02,99.8,0.05,260464,0.02,75.49,0.01,24.47,0.02,143016,0.81,R1_Ribp_UVp
3165,0.13,0.28,0.09,99.49,395231,0.05,0.12,0.22,0.08,99.59,323297,0.04,0.12,0.23,0.1,99.55,313153,0.05,0.03,0.15,0.06,99.76,146250,0.03,0.12,0.23,0.09,99.56,260603,0.05,0.14,0.24,0.15,99.46,194351,0.06,0.14,0.26,0.1,99.5,221010,0.05,0.05,0.14,0.05,99.76,81224,0.03,0.1,0.21,0.08,99.61,260300,0.04,0.04,0.08,0.06,99.82,142947,0.02,R1_Ribp_UVp
3166,0.05,0.16,0.06,99.73,395010,0.03,0.04,0.06,0.06,99.84,323127,0.02,0.04,0.11,0.07,99.77,313008,0.03,0.02,0.13,0.06,99.79,146163,0.02,0.04,0.11,0.09,99.76,260487,0.03,0.05,0.11,0.09,99.75,194265,0.03,0.04,0.12,0.07,99.77,220913,0.03,0.03,0.07,0.05,99.85,81171,0.02,0.04,0.11,0.07,99.78,260181,0.03,0.02,0.09,0.03,99.86,142869,0.02,R1_Ribp_UVp
3167,99.62,0.14,0.18,0.06,394696,0.04,99.72,0.14,0.09,0.05,322840,0.03,99.66,0.15,0.14,0.05,312775,0.04,99.83,0.02,0.13,0.02,146033,0.02,99.71,0.13,0.11,0.05,260332,0.03,99.69,0.13,0.12,0.06,194077,0.04,99.67,0.12,0.15,0.05,220793,0.04,99.84,0.02,0.11,0.02,81088,0.02,99.69,0.12,0.12,0.06,260040,0.03,99.85,0.03,0.1,0.02,142765,0.02,R1_Ribp_UVp
3168,0.13,0.02,99.81,0.04,394403,0.02,0.09,0.02,99.87,0.03,322605,0.02,0.08,0.02,99.87,0.03,312570,0.02,0.08,0.01,99.88,0.02,145900,0.01,0.08,0.02,99.87,0.03,260199,0.02,0.09,0.03,99.86,0.03,193949,0.02,0.09,0.02,99.86,0.03,220661,0.02,0.08,0.01,99.89,0.02,81003,0.01,0.09,0.02,99.86,0.04,259892,0.02,0.07,0.01,99.9,0.02,142667,0.01,R1_Ribp_UVp
3169,99.5,0.12,0.27,0.1,394075,0.05,99.64,0.12,0.15,0.09,322305,0.04,99.57,0.12,0.22,0.09,312245,0.05,99.7,0.02,0.25,0.04,145752,0.03,99.59,0.11,0.2,0.09,260024,0.04,99.58,0.12,0.21,0.09,193777,0.05,99.54,0.13,0.25,0.09,220533,0.05,99.77,0.02,0.18,0.04,80913,0.03,99.61,0.11,0.19,0.09,259742,0.04,99.77,0.03,0.17,0.03,142578,0.03,R1_Ribp_UVp
3170,93.96,0.02,5.99,0.03,393712,0.33,67.71,0.02,32.24,0.03,321984,0.91,6.55,0.02,93.41,0.03,311946,0.35,5.07,0.01,94.89,0.03,145597,0.29,0.36,0.01,99.6,0.03,259843,0.04,0.63,0.03,99.31,0.04,193574,0.06,0.42,0.01,99.54,0.03,220394,0.04,0.47,0.01,99.49,0.03,80818,0.05,0.57,0.02,99.39,0.02,259556,0.06,0.27,0.01,99.71,0.02,142457,0.03,R1_Ribp_UVp
3171,0.06,0.2,0.06,99.68,393395,0.03,0.04,0.12,0.07,99.76,321743,0.03,0.05,0.15,0.07,99.73,311683,0.03,0.03,0.17,0.05,99.75,145446,0.03,0.04,0.14,0.06,99.76,259650,0.03,0.05,0.12,0.09,99.74,193387,0.03,0.05,0.19,0.06,99.7,220269,0.03,0.03,0.14,0.04,99.79,80718,0.02,0.05,0.13,0.06,99.75,259353,0.03,0.03,0.12,0.03,99.82,142354,0.02,R1_Ribp_UVp
3172,0.23,0.16,99.42,0.19,393089,0.06,0.19,0.17,99.45,0.2,321532,0.06,0.22,0.19,99.4,0.19,311453,0.06,0.11,0.02,99.85,0.02,145351,0.02,0.24,0.18,99.38,0.2,259538,0.06,0.23,0.21,99.37,0.2,193253,0.07,0.23,0.18,99.39,0.2,220145,0.06,0.1,0.02,99.86,0.02,80666,0.02,0.21,0.16,99.44,0.19,259220,0.06,0.08,0.01,99.89,0.02,142281,0.01,R1_Ribp_UVp
3173,0.04,0.15,0.03,99.79,392860,0.02,0.05,0.09,0.03,99.83,321351,0.02,0.06,0.12,0.04,99.78,311267,0.03,0.05,0.13,0.03,99.79,145264,0.02,0.07,0.11,0.06,99.77,259395,0.03,0.06,0.09,0.04,99.81,193141,0.02,0.07,0.12,0.04,99.76,220033,0.03,0.04,0.09,0.04,99.83,80618,0.02,0.06,0.11,0.04,99.79,259103,0.02,0.05,0.09,0.04,99.82,142214,0.02,R1_Ribp_UVp
3174,99.62,0.11,0.18,0.09,392587,0.04,99.7,0.1,0.13,0.07,321149,0.03,99.69,0.08,0.16,0.07,311080,0.03,99.86,0.02,0.11,0.01,145190,0.02,99.72,0.08,0.14,0.06,259292,0.03,99.7,0.09,0.14,0.07,193003,0.03,99.69,0.08,0.16,0.07,219947,0.03,99.89,0.01,0.08,0.01,80554,0.01,99.7,0.08,0.16,0.06,258995,0.03,99.89,0.01,0.09,0.01,142144,0.01,R1_Ribp_UVp
3175,0.04,99.61,0.01,0.34,392205,0.04,0.05,99.89,0.01,0.05,320854,0.01,0.04,99.88,0.01,0.06,310821,0.01,0.03,99.91,0,0.06,145033,0.01,0.05,99.85,0.01,0.09,259130,0.02,0.06,99.85,0.02,0.07,192844,0.02,0.06,99.84,0.01,0.09,219801,0.02,0.02,99.92,0.01,0.05,80488,0.01,0.05,99.88,0.01,0.06,258826,0.02,0.02,99.92,0.01,0.04,142012,0.01,R1_Ribp_UVp
3176,0.04,0.33,0.04,99.59,392028,0.04,0.03,0.17,0.04,99.76,320704,0.03,0.04,0.24,0.04,99.69,310673,0.03,0.02,0.29,0.03,99.65,144938,0.04,0.04,0.21,0.05,99.71,259029,0.03,0.04,0.21,0.06,99.69,192742,0.03,0.04,0.24,0.05,99.67,219732,0.04,0.02,0.22,0.03,99.74,80451,0.03,0.04,0.19,0.05,99.72,258754,0.03,0.02,0.18,0.03,99.77,141945,0.03,R1_Ribp_UVp
3177,0.13,0.32,0.11,99.45,391842,0.06,0.11,0.17,0.13,99.59,320554,0.04,0.11,0.22,0.12,99.55,310513,0.05,0.06,0.2,0.05,99.69,144858,0.03,0.11,0.2,0.12,99.57,258933,0.05,0.11,0.21,0.15,99.52,192653,0.05,0.11,0.25,0.13,99.51,219660,0.05,0.05,0.15,0.06,99.74,80406,0.03,0.1,0.22,0.12,99.56,258665,0.05,0.04,0.14,0.05,99.77,141877,0.03,R1_Ribp_UVp
3178,0.08,99.19,0.02,0.71,391670,0.07,0.1,99.84,0.02,0.05,320406,0.02,0.08,99.84,0.01,0.07,310343,0.02,0.06,98.65,0.02,1.26,144789,0.11,0.09,99.82,0.02,0.07,258810,0.02,0.08,99.82,0.02,0.07,192539,0.02,0.09,99.82,0.02,0.07,219570,0.02,0.06,99.88,0.01,0.05,80373,0.02,0.08,99.83,0.02,0.07,258545,0.02,0.04,99.89,0.01,0.05,141796,0.01,R1_Ribp_UVp
3179,99.55,0.08,0.24,0.13,391475,0.05,99.64,0.09,0.15,0.12,320246,0.04,99.6,0.09,0.2,0.11,310214,0.04,99.81,0.03,0.15,0.02,144721,0.02,99.62,0.09,0.17,0.12,258719,0.04,99.6,0.1,0.18,0.12,192439,0.04,99.56,0.09,0.23,0.12,219498,0.05,99.82,0.02,0.15,0.02,80339,0.02,99.6,0.09,0.19,0.12,258472,0.04,99.84,0.03,0.12,0.02,141732,0.02,R1_Ribp_UVp
3180,99.75,0.03,0.2,0.02,391196,0.03,99.83,0.02,0.13,0.01,320046,0.02,99.81,0.02,0.16,0.01,310019,0.02,99.81,0.02,0.15,0.02,144650,0.02,99.84,0.03,0.11,0.02,258619,0.02,99.85,0.02,0.12,0.02,192299,0.02,99.79,0.02,0.18,0.02,219391,0.02,99.85,0.01,0.12,0.01,80295,0.02,99.83,0.02,0.13,0.02,258360,0.02,99.84,0.01,0.13,0.01,141664,0.02,R1_Ribp_UVp
3181,0.62,0.03,99.33,0.03,389835,0.06,0.07,0.02,99.89,0.02,318946,0.01,0.07,0.02,99.88,0.02,309041,0.01,0.07,0.01,99.9,0.02,144575,0.01,0.08,0.02,99.87,0.03,257768,0.02,0.08,0.02,99.87,0.03,191725,0.02,0.09,0.02,99.87,0.03,218698,0.02,0.07,0.01,99.9,0.01,80256,0.01,0.08,0.02,99.86,0.03,257625,0.02,0.07,0.01,99.9,0.02,141607,0.01,R1_Ribp_UVp
3182,0.09,99.78,0.03,0.1,390231,0.03,0.08,99.82,0.03,0.07,319261,0.02,0.08,99.83,0.03,0.06,309327,0.02,0.06,99.85,0.02,0.07,144474,0.02,0.1,99.81,0.03,0.06,258070,0.02,0.07,99.83,0.04,0.06,191905,0.02,0.1,99.78,0.03,0.08,218905,0.03,0.04,99.89,0.02,0.05,80207,0.01,0.09,99.81,0.03,0.07,257878,0.02,0.06,99.88,0.02,0.05,141529,0.02,R1_Ribp_UVp
3183,0.16,99.56,0.06,0.22,390580,0.05,0.15,99.65,0.05,0.14,319567,0.04,0.14,99.63,0.06,0.17,309538,0.04,0.06,99.83,0.01,0.09,144404,0.02,0.15,99.64,0.04,0.17,258295,0.04,0.16,99.64,0.05,0.15,192035,0.04,0.16,99.6,0.06,0.17,219129,0.04,0.06,99.82,0.02,0.1,80160,0.02,0.15,99.65,0.05,0.14,258097,0.04,0.06,99.84,0.02,0.07,141437,0.02,R1_Ribp_UVp
3184,0.38,0.09,99.4,0.13,390398,0.06,0.16,0.08,99.64,0.12,319420,0.04,0.18,0.08,99.61,0.12,309398,0.04,0.15,0.01,99.81,0.03,144337,0.02,0.17,0.09,99.61,0.13,258232,0.04,0.2,0.08,99.6,0.12,191951,0.04,0.19,0.09,99.59,0.12,219048,0.04,0.14,0.01,99.83,0.02,80123,0.02,0.17,0.07,99.63,0.13,258021,0.04,0.16,0.01,99.82,0.02,141390,0.02,R1_Ribp_UVp
3185,99.56,0.11,0.2,0.12,390243,0.05,99.66,0.12,0.1,0.11,319278,0.04,99.65,0.11,0.13,0.1,309270,0.04,99.86,0.02,0.1,0.02,144278,0.02,99.67,0.11,0.12,0.1,258154,0.04,99.65,0.1,0.14,0.11,191855,0.04,99.64,0.11,0.14,0.11,218989,0.04,99.87,0.01,0.1,0.02,80105,0.02,99.66,0.1,0.13,0.11,257929,0.04,99.88,0.02,0.08,0.02,141340,0.01,R1_Ribp_UVp
3186,99.69,0.03,0.24,0.04,390061,0.03,99.75,0.02,0.21,0.02,319129,0.03,99.79,0.02,0.17,0.02,309132,0.02,99.77,0.01,0.2,0.02,144203,0.03,99.81,0.02,0.15,0.02,258075,0.02,99.8,0.02,0.15,0.03,191753,0.02,99.75,0.01,0.21,0.02,218934,0.03,99.79,0.01,0.18,0.02,80079,0.02,99.81,0.02,0.15,0.03,257854,0.02,99.8,0.01,0.16,0.02,141272,0.02,R1_Ribp_UVp
3187,0.26,0.06,99.55,0.13,389254,0.05,0.09,0.06,99.72,0.13,318460,0.03,0.1,0.06,99.73,0.11,308530,0.03,0.06,0.01,99.91,0.02,144134,0.01,0.1,0.06,99.72,0.12,257609,0.03,0.09,0.05,99.74,0.12,191393,0.03,0.11,0.05,99.72,0.12,218518,0.03,0.07,0.01,99.92,0.01,80016,0.01,0.1,0.05,99.73,0.12,257425,0.03,0.07,0.01,99.91,0.02,141194,0.01,R1_Ribp_UVp
3188,0.08,99.82,0.02,0.08,389136,0.02,0.09,99.83,0.02,0.05,318384,0.02,0.06,99.86,0.01,0.07,308396,0.02,0.05,99.87,0.01,0.07,144074,0.02,0.09,99.82,0.01,0.07,257540,0.02,0.07,99.84,0.02,0.07,191326,0.02,0.07,99.84,0.02,0.07,218471,0.02,0.04,99.89,0.01,0.06,79972,0.01,0.08,99.84,0.02,0.07,257369,0.02,0.03,99.93,0.01,0.04,141109,0.01,R1_Ribp_UVp
3189,99.63,0.08,0.21,0.07,388394,0.04,99.71,0.09,0.15,0.06,317804,0.03,99.71,0.06,0.16,0.06,307808,0.03,99.83,0.01,0.14,0.02,144008,0.02,99.7,0.09,0.14,0.06,257100,0.03,99.71,0.09,0.15,0.06,191025,0.03,99.68,0.08,0.17,0.06,218133,0.04,99.85,0.01,0.12,0.02,79936,0.02,99.7,0.08,0.16,0.06,256982,0.03,99.87,0.01,0.11,0.01,141061,0.02,R1_Ribp_UVp
3190,0.04,0.21,0.03,99.72,389375,0.03,0.03,0.09,0.03,99.85,318627,0.02,0.03,0.13,0.03,99.81,308505,0.02,0.02,0.15,0.02,99.81,143951,0.02,0.04,0.11,0.03,99.82,257765,0.02,0.04,0.11,0.04,99.81,191437,0.02,0.04,0.15,0.02,99.8,218674,0.02,0.03,0.14,0.02,99.82,79890,0.02,0.04,0.12,0.03,99.81,257565,0.02,0.01,0.09,0.02,99.88,141007,0.01,R1_Ribp_UVp
3191,0.24,0.12,99.59,0.05,389237,0.04,0.12,0.13,99.7,0.06,318522,0.03,0.12,0.12,99.72,0.04,308399,0.03,0.08,0.01,99.9,0.02,143906,0.01,0.14,0.1,99.71,0.05,257706,0.03,0.13,0.11,99.71,0.05,191378,0.03,0.14,0.13,99.69,0.05,218631,0.04,0.09,0,99.9,0.01,79867,0.01,0.13,0.11,99.71,0.05,257503,0.03,0.07,0,99.91,0.02,140948,0.01,R1_Ribp_UVp
3192,0.06,0.22,0.03,99.69,389084,0.03,0.04,0.11,0.03,99.82,318415,0.02,0.03,0.16,0.03,99.78,308282,0.02,0.03,0.2,0.02,99.75,143852,0.03,0.03,0.13,0.03,99.81,257630,0.02,0.04,0.12,0.03,99.81,191305,0.02,0.03,0.17,0.03,99.76,218558,0.03,0.02,0.13,0.02,99.82,79836,0.02,0.04,0.13,0.03,99.8,257425,0.02,0.02,0.12,0.03,99.83,140902,0.02,R1_Ribp_UVp
